created_at,username,full_text,cleaned_text
Wed Feb 19 08:28:32 +0000 2025,itzjournay,@NubPepengsut Mungkin bisa dijelasin ke hal2 yg relate ke kehidupan. Misal kebijakan ppn12% &amp; gas lpg misalnya gk ada yg protes nanti ujungnya nunggu ada korban jiwa dulu baru pemerintah mau revisi kebijakan.,mungkin dijelasin hal2 relate hidup misal kebijakan ppn12 amp gas lpg misal protes ujung nunggu ada korban jiwa dulu baru perintah mau revisi kebijakan
Tue Feb 18 16:26:20 +0000 2025,PewdSmoses,MISKIN DUKUNG UKT mahal UMR Rendah Nepotisme Guru Besar Di lecehkan Oligarki Beras Mahal Emas Impor Susu Impor Konstitusi diacak acak PPN12% Pemerintah Dzalim Gas Langka Pendidikan Mahal Kesehatan Mahal #IndonesiaGelap,miskin dukung ukt mahal umr rendah nepotisme guru besar leceh oligarki beras mahal emas impor susu impor konstitusi acak acak ppn12 perintah dzalim gas langka pendidikan mahal sehat mahal
Tue Feb 18 15:42:20 +0000 2025,bobidream,MISKIN DUKUNG UKT mahal UMR Rendah Nepotisme Guru Besar Di lecehkan Oligarki Beras Mahal Emas Impor Susu Impor Konstitusi diacak acak PPN12% Pemerintah Dzalim Gas Langka Pendidikan Mahal Kesehatan Mahal #IndonesiaGelap,miskin dukung ukt mahal umr rendah nepotisme guru besar leceh oligarki beras mahal emas impor susu impor konstitusi acak acak ppn12 perintah dzalim gas langka pendidikan mahal sehat mahal
Tue Feb 18 05:26:58 +0000 2025,elctrzn_tblong,@vinazuelart @BaseBDG Masalahnya pejabat bisa ambil keputusan yg hati-hati nggak?? Lihat aja kebijakan yg udah-udah : gas melon ppn12% efisiensi dll. Gamblingnya itu terletak pejabatnya bukan investasinya,masalah penjabat ambil putus hati hati lihat aja kebijakan udah udah gas melon ppn12 efisiensi lain gambling letak penjabat bukan investasi
Tue Feb 18 03:12:06 +0000 2025,BUMN_KWG_SETIA,ASDP Bebas PPN 12% #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #KenaikanPPN12% #LayananASDP #logistiknasional https://t.co/jOJCou97Wr,asdp bebas ppn 12
Mon Feb 17 12:15:07 +0000 2025,Ndrewstjan,@loaharang @EDH012 @Hilmi28 Lah lawan politik ya harus ada saling kritik saling adu argumen. Fungsinya sbg check &amp; balance. Kalo semuanya sekolam sama pemerintah ya ganti jadi negara otoriter aja Konflik horizontal terjadi kalo negara membuat kebijakan konyol macam perubahan usia cagub tapera ppn12% lpg3kg,lah lawan politik harus saling kritik saling adu argumen fungsi sbg check amp balance kalau semua kolam sama perintah ganti jadi negara otoriter aja konflik horizontal jadi kalau negara buat kebijakan konyol macam ubah usia cagub tapera ppn12 lpg3kg
Mon Feb 17 12:13:16 +0000 2025,electrizn_sltg2,@RJLetsGo Udah gak kaget sih kak. Waktu demo kemarin2 (bukan yg ppn12) juga gak diliput. Aku sampe kaget krn baru taunya di Twitter apalagi isi beritanya banyak yg nyanjung pemerintah trus,udah tidak kaget sih kak waktu demo kemarin2 bukan ppn12 tidak liput aku sampe kaget krn baru tau twitter isi berita banyak nyanjung perintah trus
Mon Feb 17 12:12:55 +0000 2025,owyalahkak,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/pudSdd4fDA,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Mon Feb 17 08:15:19 +0000 2025,electrizen_krny,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/zYthIanrND,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Mon Feb 17 04:39:42 +0000 2025,wacung80,Belom lagi proses produksi makanan yang sentralistik militeristik bahkan cenderung gak ngelibatin masyarakat lokal. Selengkapnya simak obrolan INFID bareng Bhima Yudhistira Executive Director CELIOS &amp; Riza A Pujarama Peneliti Ekonomi INDEF! https://t.co/WT56HfBY9g #PPN12%,bom proses produksi makan sentralistik militeristik bahkan cenderung tidak ngelibatin masyarakat lokal lengkap simak obrol infid bareng bhima yudhistira executive director celios amp riza a pujarama teliti ekonomi indef
Mon Feb 17 01:50:13 +0000 2025,DeuiCucu10186,PT ASDP Indonesia Ferry (Persero) menegaskan bahwa layanan penyeberangan yang dikelolanya tetap bebas dari PPN meskipun sempat muncul wacana kenaikan PPN hingga 12%. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #KenaikanPPN12% #LayananASDP #logistiknasional https://t.co/mUVaHorE6R,pt asdp indonesia ferry persero tegas layanan seberang kelola tetap bebas ppn meski sempat muncul wacana naik ppn hingga 12
Sun Feb 16 12:13:16 +0000 2025,oh_imsocute,@NOTASLIMBOY ini beenr2 asli mending oposisi diem. biarin ni negara cepet kereset sendirinya biarin pada antri gas biarin PPN12% biarin MBG dan biarin aja semuaa... MEmang harus ada korban,beenr2 asli mending oposisi diem biarin ni negara cepat kereset sendiri biarin antri gas biarin ppn12 biarin mbg biarin aja semuaa memang ada korban
Sun Feb 16 02:19:53 +0000 2025,BudiBukanIntel,@Heraloebss @prabowo @KemenkeuRI Sama kayak ppn12% naik hanya untuk bareng mewah ternyata lain bebek,sama kayak ppn12 naik untuk bareng mewah nyata bebek
Sat Feb 15 15:43:27 +0000 2025,Soniawono,@Schultzz07 @elpianmoe @ardisatriawan kita sama-sama bukan akun cenblu tapi kenapa anda bilang ppn12% belom diketok terjadi keributan? pernah gugling riwayat/sejarah ppn12% gak? terus kalo rapat di DPR dengan kemdikti yg presentasi materi dampak episiyensi dah pasti dibatalkan sama menkeu?,sama sama bukan akun cenblu kenapa bilang ppn12 bom ketok jadi ribut pernah gugling riwayat sejarah ppn12 tidak terus kalau rapat dpr kemdikti presentasi materi dampak episiyensi deh batal sama menkeu
Sat Feb 15 13:24:10 +0000 2025,BeraniJujur1010,@Schultzz07 @ardisatriawan PPN12% udah final dek pinter lah dikit jangan TOLOL2 amat,ppn12 udah final adik pinter lah dikit jangan tolol2
Sat Feb 15 08:12:51 +0000 2025,fujizijyzy,Ternyata ANGKA yang terpenting buat rezim ini adalah ️ pertumbuhan ekonomi ️ tingkat kesejahteraan rakyat ️ tingkat pengangguran ️ APPROVAL RATING pantes aja policynya : NO VIRAL NO JUSTICE mulai PPN12% sampe Gas 3kg. Rakyat harus sering2 ramein isu ngaco brari nih,nyata angka penting buat rezim adalah tumbuh ekonomi tingkat sejahtera rakyat tingkat anggur approval rating pantes aja policynya no viral no justice mulai ppn12 sampe gas 3kg rakyat sering2 ramein isu ngaco brari nih
Sat Feb 15 06:41:00 +0000 2025,KUsis2749,@ninalea @PotMode @PartaiSocmed Hoax dari mane? Orang udah berisik baru direvisi alurnya selalu seperti itu seperti ppn12%,isu bohong mane orang udah berisik baru revisi alur selalu itu ppn12
Fri Feb 14 22:36:12 +0000 2025,popjasaofficial,Emang batalnya ppn12% kaum 02 ikut bersuara?? BUKANNYA NGEJEK DOANG???,emang batal ppn12 kaum 02 ikut suara bukan ngejek doang
Fri Feb 14 15:14:10 +0000 2025,Ira_watyk,@txtdrbekasi Yah min min pas kampanye pemilihan bupati walikota aja pada joget joget padahal posisi mau ada kenaikan PPN12% mana peduli hal hal kedepan penting saat itu dapat amplop kaos musik hore hore,yah min min pas kampanye pilih bupati walikota aja joget joget padahal posisi mau naik ppn12 mana peduli hal depan penting itu amplop kaos musik hore hore
Fri Feb 14 15:13:19 +0000 2025,tihmaynm,wkwkwkw nyalahin KL padahal komunikasi ngga jelas dari kemarin gitu mulu. ppn12% juga komunikasi ngga jelas. jangan harap jadi pahlawan ya,wkwkwkw nyalahin kl padahal komunikasi tidak jelas kemarin gitu mulu ppn12 komunikasi tidak jelas jangan harap jadi pahlawan
Fri Feb 14 14:28:15 +0000 2025,Metro_TV,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/TROPf0Zhgp,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Fri Feb 14 06:26:47 +0000 2025,radarmadiunweb,PT ASDP Indonesia Ferry (Persero) menegaskan bahwa layanan penyeberangan yang dikelolanya tetap bebas dari PPN meskipun sempat muncul wacana kenaikan PPN hingga 12%. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #KenaikanPPN12% #LayananASDP #logistiknasional https://t.co/4V26dwpHGT,pt asdp indonesia ferry persero tegas layanan seberang kelola tetap bebas ppn meski sempat muncul wacana naik ppn hingga 12
Fri Feb 14 06:19:05 +0000 2025,tangguheka2,@yxg_quy @upajriyah @lievvv4 Oalah pantesan. Dia brani mulai vokal wlopun gak terlalu frontal sih ya. Kek ppn12% kmrin dia ngejelasin knp naiknya jd 9%. Semoga terus dj jalan yg bener sayangnya di x ini bnyak hatersnya,oalah pantesan brani mulai vokal wlopun tidak terlalu frontal sih kek ppn12 kmrin ngejelasin knp naik jd 9 moga terus dj jalan bener sayang x bnyak hatersnya
Fri Feb 14 02:39:58 +0000 2025,sak_botole,Baru 100 hari kerja sdh bnyk mslh: 1. PPN12% bikin ambyaaar harga2 2. LPG Melon bikin rkyt makin susah 3. Efisiensi yg paradoks dgn kabinet gemoy 4. Bnyk menteri yg offside 5. Pengangguran yg membeludak krn bnyknya PHK 6. Nilai Rupiah makin ambruk 7. MBG yg salah sasaran,baru 100 hari kerja sdh bnyk mslh 1 ppn12 bikin ambyaaar harga2 2 lpg melon bikin rkyt makin susah 3 efisiensi paradoks kabinet gemoy 4 bnyk menteri offside 5 anggur beludak krn bnyknya phk 6 nilai rupiah makin ambruk 7 mbg salah sasar
Fri Feb 14 01:59:48 +0000 2025,anjaniriani28,@fluffyyyyyin @BudiBukanIntel Yang anda anggap riak - riak kecil juga lama - lama berdampak liat aja kasus² sebelumnya seperti pembatalan PPN12% gas lpg 3kg pemecatan di TVRI &amp; RRI Iya tau belum berdampak banget yg penting di biasakan dulu biar masyarakat terbiasa menyampaikan pendapat bukan jadi apatis,anda anggap riak riak kecil lama lama dampak liat aja kasus belum batal ppn12 gas lpg 3kg pecat tvri amp rri iya tau dampak banget penting biasa dulu biar masyarakat biasa sampai dapat bukan jadi apatis
Thu Feb 13 15:54:49 +0000 2025,rioomahendrra,ASDP menambahkan meski bebas dari PPN perusahaan tetap menjalankan kewajiban perpajakan lainnya seperti Pajak Penghasilan (PPh) Pasal 15 sebesar 1 2% atas penghasilan bruto dari jasa angkutan laut. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% +,asdp tambah meski bebas ppn usaha tetap jalan wajib paja lain pajak penghasilan pajak_penghasilan pasal_15 besar 1 2 atas penghasilan bruto jasa angkutan laut
Thu Feb 13 08:05:42 +0000 2025,YeliserAnn,@Lanangmardhika @PartaiSocmed Bukannya yg milih presiden sndiri. Lucu bgt gk bisa atur anak buahnya. Pdhl udh retreat bareng. Ayo diurutkan mslhnyg trjd saat mnjabat. Ppn12% Pagar laut gas lpg dana ikn efisiensi anggaran. Semuanya slalu saling lempar statementnya gk sinergi,bukan milih presiden sndiri lucu banget bisa atur anak buah pdhl udah retreat bareng ayo urut mslhnyg trjd mnjabat ppn12 pagar laut gas lpg dana ikn efisiensi anggaran semua slalu saling lempar statementnya sinergi
Thu Feb 13 07:00:58 +0000 2025,mibglobalgroup,@ndasaurus @RocketDelivery2 @Agakgini Dikasi gratis50persen cuma buat kompensasi ppn12%. Yang akhirnya kebijakannya gajadi (krn cek ombak aja). Uda terlanjur pln rugi 10T. Uangnya darimana klo bukan dari rakyat lagi? Trus umr 40jt jelas masukan yg ga ngotak coba cari contoh lain yg lebih relevan,kasi gratis50persen cuma buat kompensasi ppn12 akhir kebijakan gajadi krn cek ombak aja udah lanjur pln rugi 10t uang darimana klo bukan rakyat trus umr 40jt jelas masuk tidak ngotak coba cari contoh yang lebih relevan
Thu Feb 13 06:12:18 +0000 2025,tupper_is_where,@briimine Sini aja bang jepang estetik + ppn 10% rakyatnya sejahtera dari pada negara ppn12% rakyatnya aja masih banyak yg sengsara https://t.co/fjArUpHGzE,sini aja bang jepang estetik ppn 10 rakyat sejahtera pada negara ppn12 rakyat aja banyak sengsara
Thu Feb 13 05:24:15 +0000 2025,Ririn_Rizky,@prabowo Bapak masa kami harus naikkan Peringatan Darurat setiap bulan? Baru bulan kemarin selesai urusan PPN12% terus polemik gas 3kg belum 2 minggu udah ada efisiensi anggaran.,bapak masa harus naik ingat darurat bulan baru bulan kemarin selesai urus ppn12 terus polemik gas 3kg 2 minggu udah efisiensi anggaran
Thu Feb 13 04:13:14 +0000 2025,D3trans,@handygusfa Terakhir dukung PPN12% naik dan sebelumnya timses okegas dan sebelumnya lagi nyaleg di grindr,akhir dukung ppn12 naik belum timses okegas belum nyaleg grindr
Thu Feb 13 02:18:40 +0000 2025,ConsultingBts,@sfardiansyah_ @smuggleaddams Agak tolol ya kau @alvindewantara7 Ngapain rakyat mikirin solusi kalau udah ada pemerintah yang bergaji dan tunjangan gede itu? Lagian kemarin yang naikin Peringatan Darurat aksi PPN12. Ke mana lu? Ikut gak? Atau jempolnya cuma ngatain 'anak abah emosian'? Otak dipake Pin.,tolol kau ngapain rakyat mikirin solusi kalau udah perintah gaji tunjang gede lagi kemarin naikin ingat darurat aksi ppn12 mana lu ikut tidak atau jempol cuma ngatain anak abah emosi otak dipake pin
Thu Feb 13 00:24:10 +0000 2025,detikfinance,@jnkshn RIL Tapi kmrn pas ppn12% ituuuu Mereka muncul tuh cuma repost IG si srimul yang bilang PPN 12% ga jadi HELEKEPET,ril kmrn pas ppn12 ituuuu muncul tuh cuma repost ig si srimul bilang ppn 12 tidak jadi helekepet
Wed Feb 12 15:24:15 +0000 2025,Faktacom_,@Dandhy_Laksono Belom ppn12% PPh belom tau ada di kutip atau Ndak sebenarnya ini urus Negara atau bukan sih?,bom ppn12 pajak_penghasilan bom tau di kutip ndak benar urus negara bukan sih
Wed Feb 12 12:01:16 +0000 2025,elyfit1531,SDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/K0xWe3Y7a2,sdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Wed Feb 12 11:17:02 +0000 2025,JimanAndreas,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/k7QXuksCAj,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Wed Feb 12 04:48:18 +0000 2025,kompascom,... PPN12% batal drmana??????! https://t.co/uFKshCvbUQ,ppn12 batal darimana
Wed Feb 12 04:21:59 +0000 2025,sinpotv,seperti Pajak Penghasilan (PPh) Pasal 15 sebesar 1 2% atas penghasilan bruto dari jasa angkutan laut. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #KenaikanPPN12% #LayananASDP #logistiknasional,pajak penghasilan pajak_penghasilan pasal_15 besar 1 2 atas penghasilan bruto jasa angkutan laut
Tue Feb 11 08:32:30 +0000 2025,Beritabalicom,@KompasTV Kebijakan Tim Joko Widodo banyak yg lucu tdk konsisten dan gaduh: -PPN12% -LPG3kg -PagarLaut -Ekspor PasirLaut -Tdk impor beras ternyata impor -MBG IKN &amp; Kabinet Gemuk vs Pemotongan anggaran utk efisiensi? -Utang Jatuh tempo 2025 -Daya beli masyarakat turun vs PPN&gt;10% ? https://t.co/s8t3huLo4j,kebijakan tim joko widodo banyak lucu tidak konsisten gaduh ppn12 lpg3kg pagarlaut ekspor pasirlaut tidak impor beras nyata impor mbg ikn amp kabinet gemuk vs potong anggaran utk efisiensi utang jatuh tempo 2025 daya beli masyarakat turun vs ppn gt 10
Tue Feb 11 07:20:51 +0000 2025,digivestasi,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/Z5sCFFKxaa,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Tue Feb 11 04:21:46 +0000 2025,Mendung_trade,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/XJll9ilEja,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Tue Feb 11 02:46:44 +0000 2025,dekade_08,@Febriya15034722 @Kucyber69 fungsi dpr ri yaitu membuat undang-undang atau peraturan negri yaitu legislative pembuatan ppn12% dll Fungsi pengadilan hakim pn ma mk ituseperti tangan tuhan memvonis benar/salahnya yaitu yudikatif 2hal diatas itu presiden eksekutive tidak bisa ikut campur dan berwenang,fungsi dpr ri buat undang undang atur negri legislative buat ppn12 lain fungsi adil hakim pn ma mk ituseperti tangan tuhan vonis benar salah yudikatif 2hal atas presiden eksekutive bisa ikut campur wenang
Tue Feb 11 01:26:56 +0000 2025,Antara_Kalteng,@kring_pajak @regpdf min untuk transaksi yang sudah di buat sebelum adanya PMK Nomor 11 tahun 2025 itu gmn? sudah menggunakan ppn12%? mohon penjelasannya? @kring_pajak @DitjenPajakRI,min transaksi buat ada pmk nomor 11 tahun 2025 bagaimana sudah guna ppn12 mohon jelas
Mon Feb 10 11:34:31 +0000 2025,infobanknews,@KompasTV Negara seperti menuju Dararut Ekonomi indikasinya: - Pemotongan Anggaran Kementerian Daerah IKN ? - Rupiah terus lemah - Saham IHSG Ambruk - Utang Warisan Jokowi jatuh tempo 2025 - Daya Beli masyarakat turun - Kebijakan Panik: PPN12% LPG3kg ? - Investor asing takut tikus https://t.co/h4pVzKdhhh,negara tuju dararut ekonomi indikasi potong anggaran menteri daerah ikn rupiah terus lemah saham ihsg ambruk utang waris jokowi jatuh tempo 2025 daya beli masyarakat turun kebijakan panik ppn12 lpg3kg investor asing takut tikus
Mon Feb 10 11:31:05 +0000 2025,ayobacanews,@tempodotco Negara seperti menuju Dararut Ekonomi indikasinya: - Pemotongan Anggaran Kementerian Daerah IKN ? - Rupiah terus lemah - Saham IHSG Ambruk - Utang Warisan Jokowi jatuh tempo 2025 - Daya Beli masyarakat turun - Kebijakan Panik: PPN12% LPG3kg ? - Investor asing takut tikus https://t.co/VoPUIR9LeG,negara tuju dararut ekonomi indikasi potong anggaran menteri daerah ikn rupiah terus lemah saham ihsg ambruk utang waris jokowi jatuh tempo 2025 daya beli masyarakat turun kebijakan panik ppn12 lpg3kg investor asing takut tikus
Mon Feb 10 11:29:22 +0000 2025,asumsico,@KompasTV Negara seperti menuju Dararut Ekonomi indikasinya: - Pemotongan Anggaran Kementerian Daerah IKN ? - Rupiah terus lemah - Saham IHSG Ambruk - Utang Warisan Jokowi jatuh tempo 2025 - Daya Beli masyarakat turun - Kebijakan Panik: PPN12% LPG3kg ? - Investor asing takut tikus https://t.co/idpb3gb9Bq,negara tuju dararut ekonomi indikasi potong anggaran menteri daerah ikn rupiah terus lemah saham ihsg ambruk utang waris jokowi jatuh tempo 2025 daya beli masyarakat turun kebijakan panik ppn12 lpg3kg investor asing takut tikus
Mon Feb 10 05:02:50 +0000 2025,BatamPos,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/1a9RI1XYGK,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Sun Feb 09 15:13:08 +0000 2025,KaltaraTribun,Htm sewajarnya +PPN12% parkir seikhlasnya bursa taruhan semampunya.,htm wajar ppn12 parkir ikhlas bursa taruh mampu
Sun Feb 09 12:33:49 +0000 2025,wajah_baruitu,@NgkongRoses @prabowo Selama mengaum dimic juga percuma bang mic dimatikan kembali jadi meong again harusnya secara radikal dibuktikan tp pembuktian ada malah kebalik semua ppn12 dibatalkan malah diacc menteri2 wakil+stafsus rata bermasalah Ada yg tunggu tgl main yg ada keburu rusak maaf,lama aum dimic percuma bang mic mati jadi meong again harus radikal bukti tp bukti malah balik semua ppn12 batal malah diacc menteri2 wakil stafsus rata masalah tunggu tgl main yang ada keburu rusak maaf
Sun Feb 09 02:06:47 +0000 2025,tribunkaltim,@jawafess Nak Alfa kenek ppn12 %,nak alfa kenek ppn12
Sat Feb 08 06:27:29 +0000 2025,NasionalBerita_,Kebijakan PPN 12 persen untuk barang mewah membantu pertumbuhan ekonomi tanpa membebani masyarakat umum. #PPN12 https://t.co/k8EQJ3wBBW,kebijakan ppn 12 persen barang mewah bantu tumbuh ekonomi beban masyarakat umum
Sat Feb 08 06:27:19 +0000 2025,prokaldotco,PPN 12 persen akan lebih terasa pada barang dan jasa mewah bukan kebutuhan dasar masyarakat. #PPN12 https://t.co/FlmTKoh0if,ppn 12 persen lebih asa barang jasa mewah bukan butuh dasar masyarakat
Sat Feb 08 06:27:07 +0000 2025,matamalukucom,Penerapan PPN 12 persen hanya untuk barang mewah dan premium untuk memastikan ekonomi yang lebih merata. #PPN12 https://t.co/uloCiDfVuK,terap ppn 12 persen barang mewah premium untuk pasti ekonomi lebih rata
Sat Feb 08 06:26:58 +0000 2025,garudatvnews,Selektif dan adil itulah PPN 12 persen. Fokus pada barang premium demi keadilan untuk semua. #PPN12 https://t.co/prAvYLwGPf,selektif adil ppn 12 persen fokus barang premium adil semua
Sat Feb 08 06:26:49 +0000 2025,Bravo_munte,PPN 12 persen hanya menyasar barang dan jasa mewah memastikan yang diperlukan rakyat tetap terjangkau. #PPN12 https://t.co/iR3ZEsMp7x,ppn 12 persen sasar barang jasa mewah pasti perlu rakyat tetap terjangkau
Sat Feb 08 06:25:30 +0000 2025,yayuksuseno888,Kebijakan PPN 12 persen membantu fokus pada barang dan jasa kategori mewah mendorong pertumbuhan ekonomi yang sehat. #PPN12 https://t.co/l1GugsledX,kebijakan ppn 12 persen bantu fokus barang jasa kategori mewah dorong tumbuh ekonomi sehat
Sat Feb 08 06:25:18 +0000 2025,SugarrSlatyy,Dengan PPN 12 persen pada barang mewah kita menjaga keseimbangan ekonomi dan memberikan keadilan bagi masyarakat. #PPN12 https://t.co/0Vo2WSzv27,ppn 12 persen barang mewah jaga imbang ekonomi beri adil masyarakat
Sat Feb 08 06:25:08 +0000 2025,_Haris_Srg,PPN 12 persen hanya dikenakan pada barang dan jasa premium. Kebijakan ini lebih adil dan tepat sasaran! #PPN12 https://t.co/4fSRN75dYd,ppn 12 persen kena barang jasa premium kebijakan lebih adil tepat sasar
Sat Feb 08 06:24:59 +0000 2025,rlaasyaa,PPN 12 persen berlaku selektif! Hanya untuk barang dan jasa mewah memastikan daya beli tetap terjaga. #PPN12 https://t.co/shvL7RYSD5,ppn 12 persen laku selektif untuk barang jasa mewah pasti daya beli tetap jaga
Sat Feb 08 06:24:50 +0000 2025,itsmesakk,Kebijakan PPN 12 persen hadir untuk memastikan barang dan jasa premium membayar sesuai. Fokus pada yang mewah demi keadilan bagi semua! #PPN12 https://t.co/lGfY5jiNI1,kebijakan ppn 12 persen hadir pasti barang jasa premium bayar sesuai fokus yang mewah adil semua
Fri Feb 07 16:15:59 +0000 2025,paulus_pebria,Ya Saya setuju Mendingan gini daripada PPN12% Ya walau Wowo afuera-nya nanggung,saya tuju mending gin ppn12 walau wowo afuera nya nanggung
Fri Feb 07 14:27:53 +0000 2025,Chocomove,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/5TPHkFMAnd,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Fri Feb 07 12:10:31 +0000 2025,Xromagee,Hambalang mangkrak legacy Pak Sby ?@SBYudhoyono @AgusYudhoyono bagaimana dgn IKN Nusantara ? @jokowi @gibran_tweet #ppn12% https://t.co/Ip2DU36sdQ,hambalang mangkrak legacy pak sby bagaimana ikn nusantara
Fri Feb 07 11:13:41 +0000 2025,VaiTrader99,@tempodotco Agar tdk omon2 Kasih contoh Pecat Menteri seperti kasus yg bikin Gaduh: Pagar Laut LPG 3kg PPN12% ?,tidak omon2 kasih contoh pecat menteri kasus bikin gaduh pagar laut lpg 3kg ppn12
Fri Feb 07 11:05:00 +0000 2025,gftaerae,ASDP pastikan layanan penyeberangan tetap bebas PPN meski ada wacana kenaikan hingga 12%. Ini langkah strategis untuk menjaga tarif tetap terjangkau &amp; menekan biaya logistik khususnya di daerah 3T. #ASDPBebasPPN #ASDPIndonesiaFerry #PPN12% #LayananASDP #logistiknasional https://t.co/0GDTt2mC70,asdp pasti layanan seberang tetap bebas ppn meski wacana naik hingga 12 langkah strategis jaga tarif tetap terjangkau amp tekan biaya logistik khusus daerah 3t
Fri Feb 07 10:19:13 +0000 2025,cxrsedpuppet,@jondhez Tp yg sy kuatirkan gini Dinasti Mulyono selalu mengulur waktu u/ eksekusi sesuatu tujuannya u/ persiapan cawe2 sblm itu terjadi -pemilihan gibran sbg wapres -Gugatan MK hasil pemilu -Kaesang nepo pesawat jet pribadi -PPN12% -Pagar Laut Aguan skng dibelokin PDIP -takutnya nanti.. https://t.co/D63fUJj4pL,tp sy kuatirkan gin dinasti mulyono selalu ulur waktu u eksekusi tuju u siap cawe2 sblm jadi pilih gibran sbg wapres gugat mk hasil milu kaesang nepo pesawat jet pribadi ppn12 pagar laut aguan skng dibelokin pdip takut
